paperId,journalName,volume,year
0bf0da92f0dfe4771a3fbf3fddb376d10c1fd586,IEEE Conference on Computer Communications,10,2017.0
416e3ffff2fe2d43343f6b721721a482829f882d,Annual Meeting of the Association for Computational Linguistics,39,2019.0
5f6c1b0a780cbaae92f6169312b7441decc9d6ef,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,43,2017.0
04232990a6400c2627614ea4fbff28d978008df7,Annual Meeting of the Association for Computational Linguistics,14,2018.0
af8a8dcb74561d52d904f7bc4afcc747e079b702,Knowledge Discovery and Data Mining,29,2018.0
5bf31dc4bd54b623008c13f8bc8954dc7c9a2d80,Neural Information Processing Systems,33,2017.0
77d0c4ed1c2d971b3e81fe7919be7a5a19309f40,IEEE/RJS International Conference on Intelligent RObots and Systems,38,2018.0
ccca203382e5dd198c089a0f1d7af7bef0f694e9,Molecular Plant,22,2020.0
f117c6f12d067bd66dad40996b3931c069daa2da,MIS Q,44,2012.0
0b3885b3234bf0e164d01878910a27485ec2fc0d,Nature Reviews Earth & Environment,19,2023.0
4b06c7e29280b1c6bc05c9df39023b48fef02c93,arXiv.org,4,2021.0
85328b4a8132bf4299f8cd7f8e79e850d561c8fc,Iraqi Journal for Computers and Informatics,18,2022.0
6651ad48001380ea41c7bea2ce3e87d0da0de330,Science,32,2022.0
41d4e093d5f7ed5aae1aaa9eb6c037742e4cf9b1,Journal of Big Data,43,2022.0
1bc34cb22131554ba18f6ba9e6ede5beb42939f1,International Journal of Information Management,32,2015.0
cc017a62c605a0749e35a1264a46d62e78fb68b7,Lecture Notes in Computer Science,31,2019.0
3b13c6a3a353e75dfefd1cd29c88dfdae6e3b164,ACM Computing Surveys,38,2022.0
6328f83a69b8e3ce052fc3fe5d3d910e2db5d18d,Nature Reviews. Cancer,16,2022.0
3a74bed911ccf213d9595b2b02a5b1c4ac4dcaf8,The Information Society,11,2017.0
178571a5cde984c895493e2eb6c5487449d055cf,Military Medical Research,49,2021.0
92fd5aaeacaa332a725e72647e20baec5c73b73d,Big Data and Cognitive Computing,4,2022.0
4dd88c1acee8c9d517a5f5aaac4415443b482084,Journal of Cloud Computing,33,2022.0
e8b4a0d4f5212bf51f6bc72b47aa6fb2b5d4b36a,International Conference on Big Data Science and Engineering,9,2022.0
eb028f2f10fe0b26a0965cb4d66d3b2c2922b47c,Symposium on Operating Systems Principles,35,2021.0
8d0dd632c9da4740df4aa729821109169fd82805,IEEE International Conference on Data Engineering,45,2021.0
baba6d1134e455b5da161a3ab3cdc3fc86f5b238,International Conference on Big Data and Smart Computing,20,2021.0
71b05f36fcd400ce91c885f40ecf8654c711b459,IEEE International Conference on Big Data (Big Data),7,2021.0
03323fe27447fee94c0a91c156e2155b54a5a52e,SIGMOD Conference,34,2020.0
25f70f9bfb256546e9f3ac994ed1d50d3b48e23e,SIGMOD Conference,41,2020.0
3962b74e02f2bcdb634d51bf51e5765807006a44,Nucleic Acids Research,36,2024.0
047eb33ad77581b3bb9611450a917ac2e6967d66,International Journal of Innovative Science and Research Technology,37,2024.0
627be67feb084f1266cfc36e5aed3c3e7e6ce5f0,CACM,18,2008.0
b204970b0503a923359bff532726666f5e0e971b,Nucleic Acids Res,27,2012.0
0e77433e802fed7507e496ca912cec1eff7b1d09,Drones,38,2023.0
48265726215736f7dd7ceccacac488422032397c,Neuroinformatics,21,2016.0
02b1607af35b48f0bd716367caf6a7428b969369,International Conference on Learning Representations,36,2019.0
2880ac931c11176aee6d42a7e7bb0703aacde3f9,arXiv.org,43,2018.0
bbed457fd04ba4972018382d1a01a0bdde399d3c,Proteomes,18,2021.0
02104b7b37a00254bfad19ca1f73a51672add33b,IEEE Geoscience and Remote Sensing Magazine,32,2022.0
6a25554eeed501041e27680f23331d4f77cb362c,International Conference on Computer Science and Information Technologies,8,2022.0
595101f13b961d69c553ce1ed24f60f3f1085e02,International Conference on Architectural Support for Programming Languages and Operating Systems,14,2021.0
39602922b04885047254444fd1a1586d797617ce,Nature Protocols,26,2021.0
41d04aa3c25dcfbf1b44ce666c48759e03c216c7,VLDB Endowment,42,2021.0
c15f30a3e84910a28cc560e7db097fd99339e8c1,Genome Biology,34,2015.0
4a7477881b66d12e79c704805781d4683a6a6be1,Briefings Bioinform,27,2021.0
57a3fc6d0aaad3c10c793b4e59390ca04c935282,Italian National Conference on Sensors,17,2020.0
f8056d942a1d8fe0ef73a6bd7758b3e12b0956fa,IEEE Internet of Things Journal,41,2020.0
ada0b87cd5c30d31186c38fb12e631d29426a3bf,SIGMOD Conference,13,2015.0
788477fadc464576ae1b059785245c9581e4e13f,SIGMOD Conference Companion,27,2023.0
af7e6649b983bbfadfd63944bbac5afc69e471df,International Symposium on Computer Architecture,36,2023.0
5030cfb1307d628f456f1b73d898bdd996d324ef,IEEE International Conference on Robotics and Automation,8,2021.0
ac91892a8a6b6c3e97aa92b6fa8d54b42cade0ee,"Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",10,2018.0
358ea6129587cd4ad9ee9b6458440413a1e218ab,IEEE International Requirements Engineering Conference Workshops (REW),34,2021.0
c8a02b5663fda6d3267f9f177b855b58473494fd,IEEE International Conference on Cloud Engineering (IC2E),5,2021.0
f90f526b101cb8a0260f5165a3875928c58ae48a,ICCD,48,2020.0
865d237694b2c00936cae1d1b9e9b7544e77fe5e,"IEEE International Conference on Acoustics, Speech, and Signal Processing",6,2021.0
401d6330d0985b48438b9305bf83d1473663ce3c,IEEE International Joint Conference on Neural Network,31,2020.0
4366db4eff5ed294065309d9ec178940c86a2a70,SIGMOD Conference,14,2020.0
d9a7fa7616a327367696e19b1846519745cd43ff,Computer Vision and Pattern Recognition,43,2019.0
a8ee35c445c627bce7cb1b192a1ad7db2a98ea5b,ACM SIGPLAN Symposium on Programming Language Design and Implementation,5,2019.0
07eb9ccbee3f631afe3e9cfea9c9d282f6f00458,Nature Reviews Chemistry,1,2024.0
10ef65b38efce54e0d6b575a895859ebd4ab678c,Advances in Materials,21,2023.0
182acc7a1c9a63cfdef9f86ee9df43fd75e05060,Science,11,2022.0
9fa4689274ffd1b0bebeae94ee2113340e2d1488,Communications of the ACM,44,2024.0
44827d03c13dc20c8d8116b422556986399584f6,BioTech,48,2023.0
7c8bd41e9cebdb01f445a51ba43839c8d9b3ab91,ACS Nano,49,2022.0
86dbd884043eb5807c61d2c65b813e673b4a04fa,IEEE Transactions on Industrial Informatics,6,2022.0
56714bc43a5c254d9bb31262802987053c94f47b,IEEE Transactions on Dependable and Secure Computing,22,2022.0
24ab4e99e582c9770281eee0a39cbeb70ddd891a,Foundations and Trends in Communications and Information Theory,27,2022.0
0863a5ce955e5193e535e1442086dc460dd295f0,Journal of the American Chemical Society,12,2022.0
b904dcdbd7c7b33938583f2f57d05ca70e121ea9,Big Data and Cognitive Computing,32,2022.0
eccad1576e6c67b2c93a5cb8d384d038fbb161d6,Nature Communications,36,2021.0
1e1cf81a1113482be3f0c280db994a832cb9426a,IEEE Transactions on Industrial Informatics,48,2020.0
7669fca7fbc071b4ca78b4c326ff8f3a4b6ae616,Nature Biotechnology,14,2018.0
287a7da1801a07cf7fd85ffcc23c79504876ecc0,National Science Review,5,2021.0
c9cc6a3c50b32e801f20b4f0ed5daf3e9550f9c1,Nature reviews genetics,9,2019.0
18d87bff073687c025f9bd23ab2dfb20d5f72a66,IEEE Transactions on Industrial Informatics,15,2020.0
6544259ff6b335b1dcec75e031b6d57e5b9509f4,Science Advances,18,2021.0
18fff2d1ef494f2726b93d2f8a119b874f2e3d1d,Nature Communications,10,2020.0
82663577cf1d08235bb56ad648c9dad36343ccfb,Science Advances,40,2021.0
ceee1196f166a41c3c6cbccd03a9e6b8a9bfa574,International Symposium on Computer Architecture,44,2021.0
5ba9c9e34e10a26e8d080bd74480ad51e9d16d87,IEEE International Conference on Distributed Computing Systems,41,2021.0
c84389369720dcd2f004c48e58fbac2c45c8f092,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming,39,2020.0
90e4330fed2da147dd41490e8ad638b618112b3d,USENIX Conference on File and Storage Technologies,11,2020.0
9906e795be407342b934611966e9dfe383740039,International Conference on Cloud Computing Technologies and Applications,25,2020.0
cb12fe714dd4fa1d14b6a8023d494c14c89e90ea,IEEE International Conference on Web Services (ICWS),17,2019.0
50357836e1519b36d1efcd06728998562367c17d,"IEEE International Conference On Trust, Security And Privacy In Computing And Communications/ IEEE International Conference On Big Data Science And Engineering (TrustCom/BigDataSE)",31,2018.0
712bbfed1aacf8fad8276866f79880127c4fca76,International Conference on Data Science in Cyberspace,25,2018.0
8348a78af6e13f4a3363f683208429cc5e12f4a4,IEEE International Conference on Big Data (Big Data),42,2019.0
456ee809dca36b38153e1fdc78300d2bfec031c4,IEEE Vehicular Networking Conference,39,2019.0
2d57f5be0f829cdd3633ba28433bd2e3149db8e5,IEEE Transactions on Knowledge and Data Engineering,27,2023.0
4419c5720e30d5ca5158795d4c848125650b8db1,International Workshop on the Semantic Web,21,2015.0
398af3c05b9d3e194d419c3af049a76fb4e3afbb,IEEE International Conference on Big Data and Cloud Computing,4,2014.0
d9c6b474fb2f303391b50c9fd59a5f2ce4becc0b,Semantic Web,16,2018.0
1fa4936fb06319c3f4536c26a447d5507c92bd48,IEEE Transactions on Vehicular Technology,1,2019.0
4bedaac1acb45ec28d06db7cf49f9b77faf9f652,International Conference on Extending Database Technology,5,2012.0
babc3d8ddb6436511cc013cb3bbd57a59f3e872a,International Conference on Web Reasoning and Rule Systems,34,2012.0
ac67d5f9c89d8d72fbd074f94079608220348f3f,VLDB Endowment,22,2016.0
fa77a44f3f1857361a50c3137d623c35ef8a5739,Journal of the ACM,2,2016.0
fd0496ab020acf366375615ab40235e6dd3c5897,SIGMOD Conference,29,2016.0
5b34752817bc0d6aa96466dabcbc24a83dd071fe,VLDB Endowment,41,2016.0
c7660220afe8c91b726a012ceac194f4940bd893,International Journal of Business Information Systems,32,2010.0
7fe709ecc1e9d91ff80c5e8fa354bb1a773fa5f2,IEEE Transactions on Knowledge and Data Engineering,13,2017.0
8332d7dfa45120e880acf81694204ece421e8270,VLDB Endowment,2,2008.0
e4788ee4f5e90c6f42cedc5116acd2d6475c3180,VLDB Endowment,40,2017.0
256ccb81d8c3bb63f4299195584b8e9f9d60187a,Distributed and parallel databases,24,2015.0
19b93280f17696a4ddfa2c75490a50ab107addf2,IEEE International Conference on Data Engineering,22,2015.0
1d2d3fa967d7688e352a86ed77ff762fc6c555ec,International Database Engineering and Applications Symposium,43,2000.0
52e510271b172d098ec9b107a4159216ec08527e,ACM SIGACT SIGMOD SIGART Symposium on Principles of Database Systems,40,2015.0
695bdc6e24608364491b9418a220c65a7cd17413,IEEE International Conference on Information Reuse and Integration,47,2018.0
538fbdb8013ab43a9b5d725461b294ad29fcced7,Symposium on Operating Systems Principles,32,2017.0
d57f11ed40c3cdcbb36cb758191db4f2c9372965,IEEE International Conference on Fuzzy Systems,29,2016.0
6d1379d9cda7d461cbbf67fa450fcc61e9019bdd,ACM SIGACT SIGMOD SIGART Symposium on Principles of Database Systems,41,2014.0
8e3d116c7404afd1e66a51e11472bcd3b1e62180,BigData Congress [Services Society],8,2013.0
737daf891e128a5e30a7d8de41589e5ace0aff1a,IEEE International Conference on Data Engineering,17,2013.0
03f2c2b0aab2af0f12c084c8087ed9b7a2b4b09b,Very Large Data Bases Conference,14,2001.0
4d8ef8422a32666406964d9195b6bedacb5e7bf2,OTM Conferences,41,2012.0
043a6bcc7654dcee1315cb62fc311c7fc3ab6fd0,IEEE International Conference on Data Engineering,42,2012.0
f8655a068ac24eb3a1a369a817077d6f1abf181f,ACM SIGACT SIGMOD SIGART Symposium on Principles of Database Systems,45,2011.0
c08e5b35281250f928f377515acee1f9271fce58,International Conference on Applications of Natural Language to Data Bases,28,2011.0
1b0659d771135856f06bb84c0cca2ec488b3a070,International Conference on Scientific and Statistical Database Management,37,2002.0
a0fb5a3920a16748d692d6793a2b7de5cf17a6da,SIGMOD Conference,48,2010.0
89bbd195c22d0d84aaf03833c5571407b3c95609,International Conference on Knowledge and Systems Engineering,7,2011.0
2e7f532796eed2847d4c19e3cff03756049e81b4,SIGMOD Conference,29,2016.0
f134abeaf9bfd41f29b97aec675ec31895bf541d,Nature Network Boston,5,2019.0
530a059cb48477ad1e3d4f8f4b153274c8997332,Information Fusion,21,2019.0
e89dfa306723e8ef031765e9c44e5f6f94fd8fda,Artificial Intelligence,39,2017.0
21dff47a4142445f83016da0819ffe6dd2947f66,IEEE Access,43,2018.0
7b6a8c6d44e0f77bf930484e438d77b7465a69fb,Social Science Research Network,6,2023.0
30ca396d023fdf91b59db2eb107b173ca796a34f,Nature,9,2024.0
de0cd1cb27ab7a8774b61cb0ee7d6795cb99c690,Journal of Financial Economics,4,2024.0
f92922a9fe4e6bb603291249796d80d09d1fd9f3,International Journal of Innovative Science and Research Technology,19,2024.0
e1d2f2a717aa03280126f87c8e5fad695f52bf7c,International Journal of Food and Nutritional Science,25,2023.0
5cde474869cb230a29b3ba0f6f685f5162b1a1a1,BMC Medical Education,20,2023.0
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,Nature,19,2023.0
f08060425aa8a212d74185ee23a08329b89abcd2,Nature,19,2023.0
e251ba9fe7992fc07a01365a5f8f2b4d9020b875,International Journal of Educational Technology in Higher Education,26,2023.0
8d020275181c69e5e768c6ffc40e09710a6f54f1,Science,9,2023.0
8d984ee2eeabb630014f31fc759d4980830c4bdb,Critical Care,31,2023.0
20c02c51420a69ae39b74d8d73148417819dacc1,Cognitive Computation,17,2023.0
9dafa6c5c609348b46734fc8997b93b3587fec6e,Journalism &amp; Mass Communication Educator,5,2023.0
0394864f253fd69284462664d5725ad6ba7aa6e1,Technical Symposium on Computer Science Education,14,2024.0
fcd3a6bc3631beb3931b09fbd0bbe5151122b1f6,AAAI Conference on Artificial Intelligence,44,2024.0
28d6a90d9e09a6e57100c9c6944acc43cf6f3617,BIO Web of Conferences,39,2024.0
6d3f29545fa059f7d24e27aaa9351750636d12ce,Annual Conference on Innovation and Technology in Computer Science Education,32,2023.0
5cf53286c9cde025e6ca6ffccae55400eb029c1a,International conference KNOWLEDGE BASED ORGANIZATION,20,2023.0
9848970565ce9ca3705021458cd2793c9f618f9b,International Conference on Computer Aided Design,27,2023.0
5d2818cd0d8d59b21037f0287a34269f9ddc4280,E3S Web of Conferences,26,2023.0
f9c602cc436a9ea2f9e7db48c77d924e09ce3c32,arXiv.org,40,2017.0
4954fa180728932959997a4768411ff9136aac81,USENIX Symposium on Operating Systems Design and Implementation,37,2016.0
9c9d7247f8c51ec5a02b0d911d1d7b9e8160495d,arXiv.org,15,2016.0
bc00ff34ec7772080c7039b17f7069a2f7df0889,Nature Machine Intelligence,20,2018.0
0090023afc66cd2741568599057f4e82b566137c,ACM Computing Surveys,46,2019.0
f9c990b1b5724e50e5632b94fdb7484ece8a6ce7,Neural Information Processing Systems,28,2015.0
597bd2e45427563cdf025e53a3239006aa364cfc,Neural Information Processing Systems,50,2020.0
f0dcc9aa31dc9b31b836bcac1b140c8c94a2982d,IEEE Symposium on Security and Privacy,20,2016.0
7872f34e2a164c5cf3c34a7a7433dc3342b6c7ea,SN Computer Science,39,2021.0
ad4fd2c149f220a62441576af92a8a669fe81246,Journal of machine learning research,4,2011.0
d422df8bff4e677a3077635db116679d25142bfc,Science,23,2015.0
56e8863838b4dcc4790108cd1e7e680a104a7c30,International Journal of Science and Research (IJSR),45,2022.0
668b1277fbece28c4841eeab1c97e4ebd0079700,J. Electronic Imaging,30,2006.0
53b047e503f4c24602f376a774d653f7ed56c024,ACM Asia Conference on Computer and Communications Security,21,2016.0
2e2089ae76fe914706e6fa90081a79c8fe01611e,Neural Information Processing Systems,11,2012.0
12d0353ce8b41b7e5409e5a4a611110aee33c7bc,Conference on Empirical Methods in Natural Language Processing,1,2002.0
46f74231b9afeb0c290d6d550043c55045284e5f,IEEE Signal Processing Magazine,30,2012.0
c292e473b3825eeb9db03c70b2e1c033aea190d5,Nature,12,2018.0
df70977e0347b76fb049c17c3956f643bcb43a55,De Computis,49,2023.0
d21703674ae562bae4a849a75847cdd9ead417df,SIAM Review,20,2016.0
12c7c05e9286178d93b3bb7995ba9bf38e189a67,International Conference on Smart Communications and Networking,36,2024.0
0385c1fa107ce68db9f988547bf2d7b708a0c748,International Conference on Machine Learning,42,2024.0
7c25adf2ddb35df05a61c697da97efb8583d77df,International Symposium on Computer Architecture,27,2023.0
0b544dfe355a5070b60986319a3f51fb45d1348e,Conference on Empirical Methods in Natural Language Processing,13,2014.0
e0408181bccb7e3754dd5e6785ec47d8beb8b6bd,European Conference on Computer Vision,7,2006.0
b8ee0b5322382807e687c95cc87b059d3f348495,International Conference on Machine Learning,43,2023.0
9583ac53a19cdf0db81fef6eb0b63e66adbe2324,Neural Information Processing Systems,5,2017.0
b597343085b8482fe77b102568902dbb6bac110a,International Conference of Distributed Computing and Networking,16,2024.0
927a5203363fc9c8ba48599dc749cf0cc647444b,IEEE International Joint Conference on Neural Network,18,2022.0
09c72d9d46f6750e487afdb5f7cae7693ffccc10,International Joint Conference on Artificial Intelligence,13,2022.0
b13a37d0a044b63975a338f5005aca6120bbecf0,International Conference on Human Factors in Computing Systems,15,2022.0
cee7496f430d5b1a1614bb61d1c24586282d6206,ACS/IEEE International Conference on Computer Systems and Applications,41,2022.0
8e7124f82e483dd355b2eff1ddadbf22d167e696,Asia Pacific Software Engineering Conference,36,2023.0
8416d28936df5c8525fc7f0707d40b9a77842b40,The Journal of IMA,6,2011.0
35ebed28c967acbfe38fa757f4e7023d075beaeb,Nature Machine Intelligence,13,2019.0
7bf47af1f989c1a999d7dab24d86d19f13e8ba55,arXiv.org,10,2019.0
378236591fc05e79204fd904e9f864efa31cdc74,IEEE Transactions on Artificial Intelligence,1,2023.0
11159bdb213aaa243916f42f576396d483ba474b,Minds and Machines,42,2019.0
cfaea43aec271372091aadbc65f089ca67cac8d5,International Journal of Artificial Intelligence in Education,7,2021.0
6d77a03fbf6341674a52d9bf95c9e49f02ef1a74,Big Data & Society,28,2016.0
9579e5da1ff04e22545f24d21d6466a183989aa0,Medical Principles and Practice,2,2020.0
7700d89c3a2c898daadd111372566f7146310f5a,Science and Engineering Ethics,31,2019.0
eb01bc01c4721bcddac41fcd61d7d9a17859e049,New England Journal of Medicine,25,2020.0
0ea5edaae43b26798190fd6ead50d447033e7d13,AI and Ethics,10,2022.0
