paperId,keyword
3ca3f4273e70d719858550d1639ab28d3dc67a7a,Computer Science
e34ae7318201b7e903d6a75a558fe3eba4463729,indexing
e34ae7318201b7e903d6a75a558fe3eba4463729,Computer Science
8e46b32f42aa8b180af260f4a4985fc6fb0feacc,indexing
8e46b32f42aa8b180af260f4a4985fc6fb0feacc,Computer Science
d7d69f36b3571fabf0a6931a636a3c4e086f8788,indexing
d7d69f36b3571fabf0a6931a636a3c4e086f8788,Computer Science
a2ec47b9bcc95d2456a8a42199233e5d9129ef18,data modeling
a2ec47b9bcc95d2456a8a42199233e5d9129ef18,Computer Science
b7f5973dbf2ef76fcc3aea616a7f72ca79f09020,data modeling
aea731e7cf33aa3d482b13f42cedbc1adb3271c6,data modeling
aea731e7cf33aa3d482b13f42cedbc1adb3271c6,Computer Science
a85c45ce7c893388e8eafa8a653b042e1497db48,data modeling
a85c45ce7c893388e8eafa8a653b042e1497db48,Computer Science
20a3ed03888037e2802fa9abad02ffa0a8dcc228,data modeling
20a3ed03888037e2802fa9abad02ffa0a8dcc228,Computer Science
8cb6b81d333f907a3d9d0aa4fb4859bf5984ef78,data modeling
8cb6b81d333f907a3d9d0aa4fb4859bf5984ef78,Computer Science
77e6c9917536949a82e5ca02c4882b69ee8a4fd6,data modeling
77e6c9917536949a82e5ca02c4882b69ee8a4fd6,big data
77e6c9917536949a82e5ca02c4882b69ee8a4fd6,machine learning
77e6c9917536949a82e5ca02c4882b69ee8a4fd6,Computer Science
965359b3008ab50dd04e171551220ec0e7f83aba,Computer Science
965359b3008ab50dd04e171551220ec0e7f83aba,Mathematics
8f99f5cb3950fcd1628c6a563be4b4fc4966fa66,data modeling
8f99f5cb3950fcd1628c6a563be4b4fc4966fa66,Computer Science
417326e51d78ba8bd2621f23e539b41bbdd336d6,data modeling
417326e51d78ba8bd2621f23e539b41bbdd336d6,Computer Science
2582ab7c70c9e7fcb84545944eba8f3a7f253248,Computer Science
2582ab7c70c9e7fcb84545944eba8f3a7f253248,Mathematics
627d7d631fd4e0e2179f82199f014deb7ff0ea0b,data modeling
627d7d631fd4e0e2179f82199f014deb7ff0ea0b,Computer Science
627d7d631fd4e0e2179f82199f014deb7ff0ea0b,Mathematics
72a6a5d5864eb915231c7128b90977f1d2acf6e9,data modeling
72a6a5d5864eb915231c7128b90977f1d2acf6e9,Computer Science
eeac4411ae119c6c7ac33a11f762f2495b4dd960,data modeling
eeac4411ae119c6c7ac33a11f762f2495b4dd960,Computer Science
633e2fbfc0b21e959a244100937c5853afca4853,data modeling
633e2fbfc0b21e959a244100937c5853afca4853,Computer Science
633e2fbfc0b21e959a244100937c5853afca4853,Mathematics
ddc6e677715c03fe574319d3f80a3e1577bdbdd3,data modeling
ddc6e677715c03fe574319d3f80a3e1577bdbdd3,Computer Science
ddc6e677715c03fe574319d3f80a3e1577bdbdd3,Mathematics
d4ae73ac17c6bc8a537df2cebf50c9b4a6b420d5,data modeling
d4ae73ac17c6bc8a537df2cebf50c9b4a6b420d5,big data
d4ae73ac17c6bc8a537df2cebf50c9b4a6b420d5,Computer Science
9e195234688778b2beb3528632e78dbabf816332,data modeling
9e195234688778b2beb3528632e78dbabf816332,Computer Science
4b4fa7f729dc52512b77c42e8da4b2fb0ceb54a5,data modeling
4b4fa7f729dc52512b77c42e8da4b2fb0ceb54a5,Medicine
4b4fa7f729dc52512b77c42e8da4b2fb0ceb54a5,Computer Science
818de553ecd306735971aba04bbfc29d17457084,data modeling
818de553ecd306735971aba04bbfc29d17457084,Computer Science
818de553ecd306735971aba04bbfc29d17457084,Mathematics
e968ae8e98fff9e28468383a1826fca4a2ae5245,data modeling
e968ae8e98fff9e28468383a1826fca4a2ae5245,Computer Science
4ab9195dc097db300bd805b49802a2340223208f,data modeling
4ab9195dc097db300bd805b49802a2340223208f,Computer Science
4ab9195dc097db300bd805b49802a2340223208f,Mathematics
37595f7a51982d776e57c7280b9445474d90f0be,data modeling
37595f7a51982d776e57c7280b9445474d90f0be,Computer Science
f288e2238ac8725baa7ca9874bbc3fed1e89a632,data modeling
f288e2238ac8725baa7ca9874bbc3fed1e89a632,Computer Science
fae129338c0899576524506008427f64477d3967,data modeling
fae129338c0899576524506008427f64477d3967,Computer Science
fae129338c0899576524506008427f64477d3967,Mathematics
0bf0da92f0dfe4771a3fbf3fddb376d10c1fd586,data modeling
0bf0da92f0dfe4771a3fbf3fddb376d10c1fd586,big data
0bf0da92f0dfe4771a3fbf3fddb376d10c1fd586,Computer Science
416e3ffff2fe2d43343f6b721721a482829f882d,data modeling
416e3ffff2fe2d43343f6b721721a482829f882d,Computer Science
5f6c1b0a780cbaae92f6169312b7441decc9d6ef,data modeling
5f6c1b0a780cbaae92f6169312b7441decc9d6ef,Computer Science
04232990a6400c2627614ea4fbff28d978008df7,data modeling
04232990a6400c2627614ea4fbff28d978008df7,Computer Science
af8a8dcb74561d52d904f7bc4afcc747e079b702,data modeling
af8a8dcb74561d52d904f7bc4afcc747e079b702,Computer Science
5bf31dc4bd54b623008c13f8bc8954dc7c9a2d80,data modeling
5bf31dc4bd54b623008c13f8bc8954dc7c9a2d80,Physics
5bf31dc4bd54b623008c13f8bc8954dc7c9a2d80,Computer Science
5bf31dc4bd54b623008c13f8bc8954dc7c9a2d80,Mathematics
77d0c4ed1c2d971b3e81fe7919be7a5a19309f40,data modeling
77d0c4ed1c2d971b3e81fe7919be7a5a19309f40,Computer Science
ccca203382e5dd198c089a0f1d7af7bef0f694e9,big data
ccca203382e5dd198c089a0f1d7af7bef0f694e9,Biology
ccca203382e5dd198c089a0f1d7af7bef0f694e9,Medicine
f117c6f12d067bd66dad40996b3931c069daa2da,big data
f117c6f12d067bd66dad40996b3931c069daa2da,Computer Science
f117c6f12d067bd66dad40996b3931c069daa2da,Engineering
0b3885b3234bf0e164d01878910a27485ec2fc0d,big data
4b06c7e29280b1c6bc05c9df39023b48fef02c93,big data
4b06c7e29280b1c6bc05c9df39023b48fef02c93,Computer Science
85328b4a8132bf4299f8cd7f8e79e850d561c8fc,big data
6651ad48001380ea41c7bea2ce3e87d0da0de330,big data
6651ad48001380ea41c7bea2ce3e87d0da0de330,Medicine
41d4e093d5f7ed5aae1aaa9eb6c037742e4cf9b1,big data
41d4e093d5f7ed5aae1aaa9eb6c037742e4cf9b1,Medicine
41d4e093d5f7ed5aae1aaa9eb6c037742e4cf9b1,Computer Science
1bc34cb22131554ba18f6ba9e6ede5beb42939f1,big data
1bc34cb22131554ba18f6ba9e6ede5beb42939f1,Computer Science
cc017a62c605a0749e35a1264a46d62e78fb68b7,big data
3b13c6a3a353e75dfefd1cd29c88dfdae6e3b164,big data
3b13c6a3a353e75dfefd1cd29c88dfdae6e3b164,Computer Science
3b13c6a3a353e75dfefd1cd29c88dfdae6e3b164,Mathematics
6328f83a69b8e3ce052fc3fe5d3d910e2db5d18d,big data
6328f83a69b8e3ce052fc3fe5d3d910e2db5d18d,Medicine
3a74bed911ccf213d9595b2b02a5b1c4ac4dcaf8,big data
3a74bed911ccf213d9595b2b02a5b1c4ac4dcaf8,Computer Science
178571a5cde984c895493e2eb6c5487449d055cf,big data
178571a5cde984c895493e2eb6c5487449d055cf,Medicine
92fd5aaeacaa332a725e72647e20baec5c73b73d,big data
92fd5aaeacaa332a725e72647e20baec5c73b73d,Computer Science
4dd88c1acee8c9d517a5f5aaac4415443b482084,big data
4dd88c1acee8c9d517a5f5aaac4415443b482084,Medicine
4dd88c1acee8c9d517a5f5aaac4415443b482084,Computer Science
b07c905e9798499f1c7a200af0e0670fcd6b8529,big data
697c163297167cbfc7de669e31539372a43b9773,artificial intelligence
697c163297167cbfc7de669e31539372a43b9773,big data
b98a90cd38bc7c0e607c35fa68bb755885103780,big data
97a709cf9fb57ae2d435e8adb829a649064c1020,big data
e8b4a0d4f5212bf51f6bc72b47aa6fb2b5d4b36a,big data
e8b4a0d4f5212bf51f6bc72b47aa6fb2b5d4b36a,Computer Science
eb028f2f10fe0b26a0965cb4d66d3b2c2922b47c,big data
eb028f2f10fe0b26a0965cb4d66d3b2c2922b47c,Computer Science
b9e9d84af754214424f41a29addd8cb2140a98e6,big data
b9e9d84af754214424f41a29addd8cb2140a98e6,Computer Science
b9e9d84af754214424f41a29addd8cb2140a98e6,Physics
21153ad5034acec076df0aa0639d953aa0d52020,big data
8d0dd632c9da4740df4aa729821109169fd82805,big data
8d0dd632c9da4740df4aa729821109169fd82805,Computer Science
baba6d1134e455b5da161a3ab3cdc3fc86f5b238,big data
baba6d1134e455b5da161a3ab3cdc3fc86f5b238,Computer Science
f50164bf11a72ce4b49fa16d73ff13633e054d10,big data
f50164bf11a72ce4b49fa16d73ff13633e054d10,Physics
71b05f36fcd400ce91c885f40ecf8654c711b459,big data
71b05f36fcd400ce91c885f40ecf8654c711b459,machine learning
71b05f36fcd400ce91c885f40ecf8654c711b459,Computer Science
03323fe27447fee94c0a91c156e2155b54a5a52e,big data
03323fe27447fee94c0a91c156e2155b54a5a52e,Computer Science
113a20964b1a6a3db07e56cac5d48a20604bcc33,big data
113a20964b1a6a3db07e56cac5d48a20604bcc33,Computer Science
25f70f9bfb256546e9f3ac994ed1d50d3b48e23e,big data
25f70f9bfb256546e9f3ac994ed1d50d3b48e23e,Computer Science
3962b74e02f2bcdb634d51bf51e5765807006a44,Medicine
3962b74e02f2bcdb634d51bf51e5765807006a44,data processing
047eb33ad77581b3bb9611450a917ac2e6967d66,data processing
627be67feb084f1266cfc36e5aed3c3e7e6ce5f0,Computer Science
627be67feb084f1266cfc36e5aed3c3e7e6ce5f0,data processing
b204970b0503a923359bff532726666f5e0e971b,Biology
b204970b0503a923359bff532726666f5e0e971b,Medicine
b204970b0503a923359bff532726666f5e0e971b,Computer Science
b204970b0503a923359bff532726666f5e0e971b,data processing
0e77433e802fed7507e496ca912cec1eff7b1d09,data processing
48265726215736f7dd7ceccacac488422032397c,Medicine
48265726215736f7dd7ceccacac488422032397c,Computer Science
48265726215736f7dd7ceccacac488422032397c,data processing
02b1607af35b48f0bd716367caf6a7428b969369,Computer Science
02b1607af35b48f0bd716367caf6a7428b969369,Mathematics
02b1607af35b48f0bd716367caf6a7428b969369,data processing
2880ac931c11176aee6d42a7e7bb0703aacde3f9,Computer Science
2880ac931c11176aee6d42a7e7bb0703aacde3f9,data processing
bbed457fd04ba4972018382d1a01a0bdde399d3c,Medicine
bbed457fd04ba4972018382d1a01a0bdde399d3c,data processing
02104b7b37a00254bfad19ca1f73a51672add33b,Engineering
02104b7b37a00254bfad19ca1f73a51672add33b,Computer Science
02104b7b37a00254bfad19ca1f73a51672add33b,data processing
6a25554eeed501041e27680f23331d4f77cb362c,Computer Science
6a25554eeed501041e27680f23331d4f77cb362c,data processing
595101f13b961d69c553ce1ed24f60f3f1085e02,Computer Science
595101f13b961d69c553ce1ed24f60f3f1085e02,data processing
39602922b04885047254444fd1a1586d797617ce,Medicine
39602922b04885047254444fd1a1586d797617ce,data processing
41d04aa3c25dcfbf1b44ce666c48759e03c216c7,machine learning
41d04aa3c25dcfbf1b44ce666c48759e03c216c7,Computer Science
41d04aa3c25dcfbf1b44ce666c48759e03c216c7,data processing
c15f30a3e84910a28cc560e7db097fd99339e8c1,Biology
c15f30a3e84910a28cc560e7db097fd99339e8c1,Medicine
c15f30a3e84910a28cc560e7db097fd99339e8c1,data processing
4a7477881b66d12e79c704805781d4683a6a6be1,Medicine
4a7477881b66d12e79c704805781d4683a6a6be1,Computer Science
4a7477881b66d12e79c704805781d4683a6a6be1,data processing
57a3fc6d0aaad3c10c793b4e59390ca04c935282,Medicine
57a3fc6d0aaad3c10c793b4e59390ca04c935282,Computer Science
57a3fc6d0aaad3c10c793b4e59390ca04c935282,data processing
f8056d942a1d8fe0ef73a6bd7758b3e12b0956fa,Computer Science
f8056d942a1d8fe0ef73a6bd7758b3e12b0956fa,data processing
ada0b87cd5c30d31186c38fb12e631d29426a3bf,Computer Science
ada0b87cd5c30d31186c38fb12e631d29426a3bf,data processing
788477fadc464576ae1b059785245c9581e4e13f,Computer Science
788477fadc464576ae1b059785245c9581e4e13f,data processing
af7e6649b983bbfadfd63944bbac5afc69e471df,big data
af7e6649b983bbfadfd63944bbac5afc69e471df,Computer Science
af7e6649b983bbfadfd63944bbac5afc69e471df,data processing
5030cfb1307d628f456f1b73d898bdd996d324ef,Computer Science
5030cfb1307d628f456f1b73d898bdd996d324ef,data processing
ac91892a8a6b6c3e97aa92b6fa8d54b42cade0ee,Mathematics
ac91892a8a6b6c3e97aa92b6fa8d54b42cade0ee,Computer Science
ac91892a8a6b6c3e97aa92b6fa8d54b42cade0ee,data processing
358ea6129587cd4ad9ee9b6458440413a1e218ab,Computer Science
358ea6129587cd4ad9ee9b6458440413a1e218ab,data processing
c8a02b5663fda6d3267f9f177b855b58473494fd,Computer Science
c8a02b5663fda6d3267f9f177b855b58473494fd,data processing
f90f526b101cb8a0260f5165a3875928c58ae48a,Computer Science
f90f526b101cb8a0260f5165a3875928c58ae48a,data processing
865d237694b2c00936cae1d1b9e9b7544e77fe5e,Computer Science
865d237694b2c00936cae1d1b9e9b7544e77fe5e,data processing
00b43f731aab06a4639e364a44aed9dd2243318e,data processing
401d6330d0985b48438b9305bf83d1473663ce3c,Mathematics
401d6330d0985b48438b9305bf83d1473663ce3c,Computer Science
401d6330d0985b48438b9305bf83d1473663ce3c,data processing
4366db4eff5ed294065309d9ec178940c86a2a70,Computer Science
4366db4eff5ed294065309d9ec178940c86a2a70,data processing
d9a7fa7616a327367696e19b1846519745cd43ff,Computer Science
d9a7fa7616a327367696e19b1846519745cd43ff,data processing
4162fde2c8c8d24a939c4586c58d725748c30f34,Computer Science
4162fde2c8c8d24a939c4586c58d725748c30f34,data processing
8982fb6313b961ad53c881159b2a1bfc3bff081c,big data
8982fb6313b961ad53c881159b2a1bfc3bff081c,Computer Science
8982fb6313b961ad53c881159b2a1bfc3bff081c,data processing
a8ee35c445c627bce7cb1b192a1ad7db2a98ea5b,big data
a8ee35c445c627bce7cb1b192a1ad7db2a98ea5b,Computer Science
a8ee35c445c627bce7cb1b192a1ad7db2a98ea5b,data processing
07eb9ccbee3f631afe3e9cfea9c9d282f6f00458,data storage
07eb9ccbee3f631afe3e9cfea9c9d282f6f00458,Medicine
10ef65b38efce54e0d6b575a895859ebd4ab678c,data storage
10ef65b38efce54e0d6b575a895859ebd4ab678c,Medicine
182acc7a1c9a63cfdef9f86ee9df43fd75e05060,data storage
182acc7a1c9a63cfdef9f86ee9df43fd75e05060,Medicine
9fa4689274ffd1b0bebeae94ee2113340e2d1488,data storage
9fa4689274ffd1b0bebeae94ee2113340e2d1488,Computer Science
44827d03c13dc20c8d8116b422556986399584f6,data storage
44827d03c13dc20c8d8116b422556986399584f6,Medicine
7c8bd41e9cebdb01f445a51ba43839c8d9b3ab91,data storage
7c8bd41e9cebdb01f445a51ba43839c8d9b3ab91,Medicine
86dbd884043eb5807c61d2c65b813e673b4a04fa,data storage
86dbd884043eb5807c61d2c65b813e673b4a04fa,Computer Science
56714bc43a5c254d9bb31262802987053c94f47b,data storage
56714bc43a5c254d9bb31262802987053c94f47b,Computer Science
24ab4e99e582c9770281eee0a39cbeb70ddd891a,data storage
24ab4e99e582c9770281eee0a39cbeb70ddd891a,Computer Science
24ab4e99e582c9770281eee0a39cbeb70ddd891a,Mathematics
0863a5ce955e5193e535e1442086dc460dd295f0,data storage
0863a5ce955e5193e535e1442086dc460dd295f0,Medicine
b904dcdbd7c7b33938583f2f57d05ca70e121ea9,big data
b904dcdbd7c7b33938583f2f57d05ca70e121ea9,data storage
b904dcdbd7c7b33938583f2f57d05ca70e121ea9,Computer Science
eccad1576e6c67b2c93a5cb8d384d038fbb161d6,data storage
eccad1576e6c67b2c93a5cb8d384d038fbb161d6,Medicine
eccad1576e6c67b2c93a5cb8d384d038fbb161d6,Computer Science
1e1cf81a1113482be3f0c280db994a832cb9426a,data storage
1e1cf81a1113482be3f0c280db994a832cb9426a,Computer Science
7669fca7fbc071b4ca78b4c326ff8f3a4b6ae616,data storage
7669fca7fbc071b4ca78b4c326ff8f3a4b6ae616,Medicine
7669fca7fbc071b4ca78b4c326ff8f3a4b6ae616,Computer Science
287a7da1801a07cf7fd85ffcc23c79504876ecc0,data storage
287a7da1801a07cf7fd85ffcc23c79504876ecc0,Biology
287a7da1801a07cf7fd85ffcc23c79504876ecc0,Medicine
c9cc6a3c50b32e801f20b4f0ed5daf3e9550f9c1,data storage
c9cc6a3c50b32e801f20b4f0ed5daf3e9550f9c1,Biology
c9cc6a3c50b32e801f20b4f0ed5daf3e9550f9c1,Medicine
18d87bff073687c025f9bd23ab2dfb20d5f72a66,big data
18d87bff073687c025f9bd23ab2dfb20d5f72a66,data storage
18d87bff073687c025f9bd23ab2dfb20d5f72a66,Computer Science
6544259ff6b335b1dcec75e031b6d57e5b9509f4,data storage
6544259ff6b335b1dcec75e031b6d57e5b9509f4,Medicine
18fff2d1ef494f2726b93d2f8a119b874f2e3d1d,data storage
18fff2d1ef494f2726b93d2f8a119b874f2e3d1d,Medicine
18fff2d1ef494f2726b93d2f8a119b874f2e3d1d,Computer Science
82663577cf1d08235bb56ad648c9dad36343ccfb,data storage
82663577cf1d08235bb56ad648c9dad36343ccfb,Medicine
59a7c794bce91c7879b95330db60aa5bb189d786,big data
59a7c794bce91c7879b95330db60aa5bb189d786,data storage
ceee1196f166a41c3c6cbccd03a9e6b8a9bfa574,data storage
ceee1196f166a41c3c6cbccd03a9e6b8a9bfa574,Computer Science
